BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_66,eth2_10,eth2_30,eth2_35,eth2_34,eth2_23,eth2_21,eth2_14,eth2_unk
440070120005,965,548,324,93,0,0,710,116,15,13,20,91,710,107,15,9,5,5,9,0,3,3,1,91
440070121021,1359,728,491,140,0,0,918,226,33,17,39,126,918,205,33,21,3,23,7,5,4,4,2,126
440070121022,927,471,354,102,0,0,563,193,42,10,23,96,563,178,42,15,5,8,5,8,0,1,0,96
440070121023,1021,551,373,97,0,0,712,145,12,15,35,102,712,130,12,15,4,14,11,3,4,0,2,102
440070121031,1166,636,396,134,0,0,830,134,28,15,38,121,830,114,27,20,2,13,12,8,3,5,1,121
440070121032,693,371,248,74,0,0,479,103,5,11,42,53,479,87,5,16,5,12,17,5,4,1,0,53
440070121041,868,449,338,81,0,0,590,138,13,14,28,85,590,128,12,10,4,17,1,5,3,4,0,85
440070121042,986,454,429,103,0,0,663,161,20,19,30,93,663,140,20,21,5,17,6,2,3,7,1,93
440070121043,1332,712,469,151,0,0,921,195,23,17,47,129,921,175,22,20,6,19,9,12,6,2,1,129
440070122001,1048,449,424,175,0,0,810,113,10,17,23,75,810,109,10,4,4,11,7,3,5,3,2,75
440070122002,1932,808,811,313,0,0,1496,156,10,32,42,196,1496,123,10,33,13,16,10,8,9,1,3,196
440070122003,569,241,234,94,0,0,451,41,1,8,10,58,451,35,1,6,4,3,3,2,1,1,0,58
440070122004,2342,999,909,434,0,0,1886,158,15,27,52,204,1886,134,15,24,5,17,24,5,6,2,3,204
440070123001,978,456,394,128,0,0,731,114,9,8,19,97,731,102,9,12,2,8,3,6,2,0,0,97
440070123002,2037,1017,743,277,0,0,1525,238,6,43,40,185,1525,210,6,28,12,18,15,4,7,4,1,185
440070123003,2206,1092,815,299,0,0,1758,200,9,18,48,173,1758,172,9,28,10,17,12,7,3,3,0,173
440070124011,595,274,244,77,0,0,379,126,8,14,16,52,379,123,8,3,8,10,4,0,0,1,1,52
440070124012,677,310,273,94,0,0,500,101,6,7,14,49,500,95,6,6,0,4,5,1,5,1,1,49
440070124013,838,390,324,124,0,0,616,125,15,15,12,55,616,113,15,12,7,4,2,1,1,1,1,55
440070124014,1368,711,465,192,0,0,979,215,11,21,23,119,979,187,11,28,6,11,6,3,3,1,0,119
440070124015,2139,1031,799,309,0,0,1563,258,16,46,45,211,1563,229,16,29,18,17,6,16,10,2,3,211
440070124021,823,416,299,108,0,0,596,128,2,15,11,71,596,119,2,9,7,2,5,0,0,3,1,71
440070124022,1140,537,428,175,0,0,867,130,2,23,25,93,867,111,1,19,13,13,2,3,2,2,1,93
440070125001,1380,684,507,189,0,0,920,266,21,19,25,129,920,241,21,25,5,7,9,2,1,2,5,129
440070125002,1830,908,695,227,0,0,1383,220,10,30,27,160,1383,200,10,20,15,12,4,2,3,1,0,160
440070125003,750,333,289,128,0,0,604,65,3,5,15,58,604,53,3,12,2,6,3,3,1,1,0,58
440070126011,669,217,315,137,0,0,523,52,3,16,25,50,523,41,3,11,8,16,1,0,4,0,2,50
440070126012,784,262,397,125,0,0,629,54,4,8,14,75,629,41,4,13,3,7,5,0,2,0,1,75
440070126021,1107,339,564,204,0,0,922,60,2,10,20,93,922,43,2,17,3,9,3,3,2,0,0,93
440070126022,940,329,453,158,0,0,739,72,2,16,24,87,739,56,2,16,4,12,3,5,6,1,0,87
440070126023,1678,588,837,253,0,0,1404,103,1,6,31,133,1404,86,1,17,2,5,9,13,3,0,0,133
440070126024,2088,694,1023,371,0,0,1735,134,0,22,41,156,1735,104,0,30,9,11,18,3,6,0,2,156
440070127011,763,260,391,112,0,0,609,43,6,4,19,82,609,34,6,9,0,5,7,2,1,0,0,82
440070127012,1143,363,567,213,0,0,911,56,3,10,21,142,911,44,3,12,3,5,10,3,2,2,0,142
440070127013,2217,754,1128,335,0,0,1850,96,2,30,46,193,1850,73,2,23,9,9,21,12,10,1,5,193
440070127021,1977,666,1028,283,0,0,1695,91,0,15,49,127,1695,62,0,29,5,13,29,2,2,3,2,127
440070127022,894,265,506,123,0,0,711,69,1,14,19,80,711,63,1,6,4,8,3,7,4,1,2,80
440070127023,953,316,511,126,0,0,784,50,5,8,13,93,784,40,5,10,6,3,7,2,0,0,2,93
440070128011,1057,323,525,209,0,0,866,45,1,19,20,106,866,38,1,7,5,5,6,6,8,5,0,106
440070128012,1089,376,494,219,0,0,882,55,6,5,17,124,882,48,6,7,1,1,3,5,3,0,0,124
440070128013,1707,534,869,304,0,0,1427,92,2,9,18,159,1427,80,2,12,4,3,5,6,2,0,0,159
440070128021,721,233,354,134,0,0,595,42,0,2,8,74,595,36,0,6,1,1,2,1,0,0,1,74
440070128022,1125,332,570,223,0,0,944,46,2,5,10,118,944,39,2,7,4,2,1,4,1,0,0,118
440070128031,1697,494,872,331,0,0,1369,102,1,20,47,158,1369,87,1,15,3,15,7,11,11,1,2,158
440070128032,1198,302,627,269,0,0,987,48,0,13,16,134,987,38,0,10,2,4,0,3,4,5,1,134
440070128033,1366,391,731,244,0,0,1153,51,2,10,41,109,1153,46,2,5,1,16,5,8,3,0,0,109
440070129001,1136,374,541,221,0,0,975,39,1,5,15,101,975,35,1,4,1,1,1,2,2,1,0,101
440070129002,975,267,491,217,0,0,834,37,1,4,3,96,834,30,1,7,2,0,0,1,0,0,0,96
440070129003,726,211,359,156,0,0,591,43,1,2,7,82,591,32,1,11,0,1,3,0,1,0,0,82
440070129004,578,160,285,133,0,0,488,34,1,0,7,48,488,32,1,2,0,4,1,0,0,0,0,48
440070130011,1170,314,589,267,0,0,990,48,0,5,16,111,990,39,0,9,2,3,6,2,0,0,1,111
440070130012,1501,429,726,346,0,0,1268,59,1,3,20,150,1268,45,1,14,1,6,1,9,0,0,1,150
440070130021,2351,616,1244,491,0,0,2001,100,2,14,37,197,2001,78,2,22,3,7,7,16,2,1,1,197
440070130022,956,255,493,208,0,0,832,20,0,1,12,91,832,17,0,3,0,0,2,3,1,0,0,91
440070130023,1113,313,554,246,0,0,960,58,0,8,10,77,960,55,0,3,0,2,4,4,2,0,0,77
440070130024,1358,361,712,285,0,0,1182,46,0,0,14,116,1182,36,0,10,0,5,4,1,0,0,0,116
440070131011,1943,482,1073,388,0,0,1692,62,3,19,28,139,1692,47,3,15,9,13,2,9,5,0,0,139
440070131012,1118,290,597,231,0,0,954,54,1,11,8,90,954,30,1,24,1,2,2,2,7,0,2,90
440070131013,808,194,443,171,0,0,695,42,3,0,14,54,695,37,3,5,0,1,5,5,0,0,0,54
440070131021,1546,404,832,310,0,0,1349,54,0,14,20,109,1349,42,0,12,4,5,7,5,3,1,0,109
440070131022,1205,271,685,249,0,0,1006,52,0,0,23,124,1006,39,0,13,0,5,6,8,0,0,0,124
440070131023,1525,449,804,272,0,0,1282,65,0,15,20,143,1282,52,0,13,5,3,5,5,9,0,1,143
440070132011,681,153,375,153,0,0,564,19,0,4,29,65,564,16,0,3,2,3,18,6,2,0,0,65
440070132012,994,251,519,224,0,0,853,31,3,16,17,74,853,26,3,5,5,6,8,2,2,0,3,74
440070132013,1282,315,655,312,0,0,1099,60,1,7,33,82,1099,48,1,12,3,8,9,3,1,0,2,82
440070132014,813,195,420,198,0,0,689,54,1,4,3,62,689,40,1,14,2,2,1,0,2,0,0,62
440070132021,1531,329,822,380,0,0,1302,63,4,18,14,130,1302,52,4,11,3,1,5,1,4,5,0,130
440070132022,1653,359,856,438,0,0,1381,95,0,18,26,133,1381,64,0,31,11,8,7,5,6,0,1,133
440070132023,1758,378,945,435,0,0,1482,98,1,9,24,144,1482,79,1,19,5,4,11,8,0,1,2,144
440070133001,1112,299,575,238,0,0,943,52,1,13,14,89,943,31,1,21,6,5,6,2,4,0,1,89
440070133002,1050,246,552,252,0,0,894,47,0,7,10,92,894,30,0,17,2,0,2,4,4,1,0,92
440070133003,812,186,430,196,0,0,682,30,0,1,8,91,682,15,0,15,0,2,0,1,0,0,1,91
440070133004,834,178,440,216,0,0,707,42,0,6,19,60,707,33,0,9,2,1,9,4,0,1,0,60
440070134001,749,405,273,71,0,0,575,73,0,6,18,77,575,68,0,5,3,4,7,4,1,0,1,77
440070134002,959,494,353,112,0,0,744,77,7,26,16,89,744,67,7,10,8,3,7,2,6,1,0,89
440070134003,1332,775,430,127,0,0,1048,79,18,14,34,139,1048,65,18,14,6,6,20,2,3,1,1,139
440070135001,543,350,141,52,0,0,302,113,39,11,25,53,302,107,39,6,4,13,6,0,2,1,1,53
440070135002,412,238,137,37,0,0,197,142,12,12,13,36,197,133,12,9,3,4,1,4,0,0,0,36
440070135003,515,290,190,35,0,0,331,81,12,22,20,49,331,79,12,2,5,2,9,2,1,3,1,49
440070135004,568,332,189,47,0,0,312,160,23,12,14,47,312,147,23,13,6,2,7,2,3,0,1,47
440070135005,1163,639,407,117,0,0,664,261,27,56,33,122,664,242,27,19,29,11,14,3,2,4,3,122
440070136001,811,386,318,107,0,0,525,148,15,18,12,93,525,139,15,9,7,4,3,4,0,5,2,93
440070136002,429,187,188,54,0,0,218,135,19,22,3,32,218,128,19,7,9,1,1,0,0,1,2,32
440070136003,793,353,349,91,0,0,451,195,26,38,13,70,451,182,24,13,14,2,3,0,0,4,3,70
440070137011,721,396,269,56,0,0,400,164,40,41,15,61,400,160,40,4,18,1,4,3,1,12,2,61
440070137012,701,301,334,66,0,0,359,204,14,42,18,64,359,188,14,16,24,5,1,8,3,5,4,64
440070137013,568,254,236,78,0,0,336,141,14,17,12,48,336,124,13,17,10,4,1,4,1,2,1,48
440070137014,804,347,346,111,0,0,437,192,22,63,27,63,437,179,21,13,37,9,11,5,3,4,7,63
440070137021,632,274,271,87,0,0,398,107,3,48,18,58,398,99,3,8,36,4,4,7,0,1,4,58
440070137022,846,355,375,116,0,0,542,123,21,38,28,94,542,109,21,14,25,8,11,6,0,5,5,94
440070137023,612,300,235,77,0,0,391,117,4,13,19,68,391,110,4,7,1,6,6,6,1,3,1,68
440070138001,790,303,366,121,0,0,573,119,6,15,24,53,573,94,6,25,4,8,10,5,2,1,1,53
440070138002,767,308,341,118,0,0,540,96,5,22,39,65,540,90,5,6,12,8,15,9,1,2,2,65
440070138003,857,379,355,123,0,0,554,144,34,23,24,78,554,129,32,15,10,5,9,4,3,1,1,78
440070138004,1171,451,529,191,0,0,831,152,11,42,31,104,831,130,11,22,23,7,4,10,2,6,0,104
440070139001,684,197,358,129,0,0,497,71,4,19,42,51,497,57,4,14,13,4,19,10,2,0,0,51
440070139002,748,272,342,134,0,0,510,91,10,25,51,61,510,81,10,10,15,16,24,8,1,7,1,61
440070139003,999,372,465,162,0,0,678,147,4,23,48,99,678,130,4,17,11,10,30,7,5,1,1,99
440070140001,768,357,316,95,0,0,473,169,18,38,21,49,473,153,18,16,17,4,11,5,5,2,3,49
440070140002,927,398,415,114,0,0,548,174,15,77,35,78,548,167,15,7,48,9,12,3,0,10,3,78
440070140003,1254,544,545,165,0,0,729,284,16,80,38,107,729,276,16,8,40,13,14,6,3,9,4,107
440070140004,476,178,201,97,0,0,320,68,4,29,18,37,320,63,4,5,21,4,10,4,2,0,1,37
440070140005,627,257,291,79,0,0,404,98,8,20,15,82,404,95,8,3,13,4,5,3,2,0,0,82
440070141001,1063,522,431,110,0,0,353,488,50,85,13,74,353,475,50,13,24,4,1,1,0,17,4,74
440070141002,685,287,310,88,0,0,356,158,26,54,25,66,356,147,25,11,27,2,17,1,0,9,2,66
440070141003,1228,633,435,160,0,0,500,475,40,78,28,107,500,459,40,16,33,11,7,4,4,13,5,107
440070142001,970,329,468,173,0,0,713,75,4,53,38,87,713,62,4,13,30,10,17,3,2,11,1,87
440070142002,750,259,379,112,0,0,548,81,6,18,19,78,548,70,6,11,12,4,5,5,0,3,2,78
