FULLCODE,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
34021004203,3207,1555,1187,446,6,7,0,0,1600,151,55,655,190,556
34021004204,3777,2139,1228,396,7,2,1,0,2222,186,28,486,208,647
34021004205,3369,2038,976,337,5,2,1,0,1793,198,194,451,196,537
34021004206,1681,1127,419,120,3,6,1,0,974,89,117,162,91,248
34021004306,3560,1467,1596,475,5,5,3,0,1200,149,19,1415,275,502
34021004307,4207,1985,1594,595,14,7,2,0,2021,201,77,1091,303,514
34021004309,3426,948,1479,971,11,4,3,0,2248,163,24,395,146,450
34021004311,4947,1854,2078,966,10,7,3,0,2940,291,63,741,257,655
34021004312,2684,755,1222,687,5,7,1,0,1598,124,23,433,156,350
34021004313,1767,685,903,165,4,4,1,0,379,92,33,948,108,207
34021004314,2746,1413,1036,272,5,7,1,0,1423,170,58,541,186,368
34021004315,2656,1082,1176,379,7,2,0,0,1057,77,15,952,179,376
34021004316,4061,1715,1724,603,10,2,0,0,1553,127,20,1545,250,566
34021004403,3834,1789,1267,723,18,4,6,0,2421,542,178,125,115,453
34021004404,4500,2192,1628,610,23,10,4,0,1911,1060,291,241,271,726
34021004406,3609,1630,1352,565,13,14,5,0,1924,400,100,547,193,445
34021004407,4165,1775,1558,771,13,14,9,0,2434,368,109,433,229,592
34021004408,3113,1302,1333,447,11,3,1,0,1102,243,78,1083,263,344
34021004409,1975,758,841,344,8,3,5,0,882,298,74,352,137,232
34021004501,2144,1245,756,136,5,2,0,0,1290,91,51,267,77,368
34021004502,920,488,309,120,2,0,0,0,598,30,4,96,38,154
34021980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34031116500,5441,1703,2185,1492,22,9,3,0,3920,574,19,77,209,642
34031124201,2406,1024,919,427,8,7,3,0,980,697,18,106,323,282
34031124202,3014,1166,1102,703,9,10,5,0,1492,647,19,191,319,346
34031124311,3791,1400,1482,853,3,7,5,0,1692,772,24,438,401,464
34031124312,3151,1142,1156,826,6,2,2,0,1735,401,10,317,279,409
34031124321,4386,1804,1617,910,17,4,5,0,2111,942,52,354,377,550
34031124322,3394,1361,1261,737,9,2,5,0,1670,798,26,299,233,368
34031124323,1973,884,726,327,9,3,6,0,912,504,57,158,142,200
34031124402,3856,1450,1549,798,16,8,7,0,1672,1001,43,337,233,570
34031124403,2249,722,878,628,2,1,3,0,1089,300,8,158,133,561
34031124404,2508,1041,981,447,7,8,4,0,1083,714,29,216,186,280
34031124500,4232,2018,1533,612,10,14,5,0,1300,1832,91,254,381,374
34031124601,2562,1236,968,309,9,7,6,0,676,1038,42,81,485,240
34031124602,2827,1191,1116,469,14,6,5,0,883,953,21,170,421,379
34031124700,4097,2027,1493,488,18,9,14,0,1087,1990,83,83,479,375
34031124800,2729,1291,1033,360,8,10,5,0,729,1239,47,58,401,255
34031124900,2728,1379,1000,282,11,9,11,0,559,1522,81,86,251,229
34031125000,3126,1489,1164,376,15,11,11,0,682,1938,27,34,215,230
34031125100,1578,736,637,167,5,7,5,0,328,1012,19,15,84,120
34031133701,3346,1746,1134,396,15,8,6,0,848,1552,214,74,371,287
34031133702,2063,1000,706,318,7,7,4,0,743,723,72,52,240,233
34031143201,1695,540,578,555,8,2,1,0,1158,210,49,36,66,176
34031143202,3371,927,1114,1300,8,5,5,0,2387,387,57,49,137,354
34031143301,1592,496,592,483,3,1,2,0,981,304,33,27,80,167
34031143302,2617,928,898,771,7,2,5,0,1684,506,32,43,115,237
34031143401,2086,714,780,570,6,4,2,0,1226,449,54,23,90,244
34031143402,2374,961,830,542,10,6,5,0,1159,627,74,60,198,256
34031154003,2701,936,996,735,4,7,2,0,1756,347,8,103,191,296
34031154004,726,276,274,168,3,1,0,0,456,78,27,15,46,104
34031154005,1781,584,690,491,3,3,1,0,1122,281,12,55,124,187
34031154006,2966,990,1143,796,7,5,8,0,1881,446,18,99,210,312
34031163501,3863,910,1374,1549,10,4,4,0,2646,391,70,111,255,390
34031163502,3016,719,1088,1183,7,1,2,0,2033,368,73,51,152,339
34031175200,1356,701,505,119,3,3,5,0,168,1028,65,7,16,72
34031175301,849,416,339,67,8,1,0,0,92,713,4,6,8,26
34031175302,1212,590,489,95,7,1,8,0,160,959,18,4,16,55
34031175401,2386,1281,847,211,9,7,5,0,290,1800,150,11,31,104
34031175402,1789,931,686,133,4,6,8,0,247,1209,240,12,12,69
34031175501,1544,788,601,118,6,3,5,0,234,1113,114,14,9,60
34031175502,1572,876,560,102,12,2,0,0,198,1041,253,3,23,54
34031175601,1760,483,746,519,2,4,1,0,701,157,21,12,133,736
34031175603,2034,1077,727,190,10,1,5,0,298,1356,124,85,46,125
34031175604,1849,865,707,244,9,4,4,0,444,967,64,92,84,198
34031175701,2890,1282,1111,450,12,6,4,0,694,1364,94,233,112,393
34031175703,2415,993,932,452,8,5,6,0,632,936,51,195,143,458
34031175704,2412,818,985,590,1,2,1,0,795,618,16,85,112,786
34031175801,1752,863,684,163,7,8,4,0,237,1037,65,292,35,86
34031175803,770,414,294,46,3,1,4,0,73,607,51,6,6,27
34031175804,1308,648,515,110,7,6,7,0,137,1007,30,65,19,50
34031175900,1207,567,494,111,8,6,4,0,196,902,29,11,13,56
34031180101,2677,1422,981,225,6,8,5,0,495,1180,284,92,468,158
34031180102,2496,1416,830,214,9,4,5,0,597,1127,271,71,284,146
34031180201,2215,1311,741,132,5,5,5,0,298,911,707,36,179,84
34031180203,1849,877,805,137,4,3,4,0,225,758,53,114,568,131
34031180204,1800,863,787,110,2,7,9,0,203,699,101,97,600,100
34031180301,1944,961,780,142,8,2,9,0,276,967,272,55,293,81
34031180302,1906,1049,692,122,6,3,4,0,320,972,453,22,74,65
34031180600,2675,1383,1037,186,10,6,9,0,413,1201,854,18,97,92
34031180700,1563,844,576,100,5,1,11,0,242,576,685,9,21,30
34031180800,1462,798,549,82,10,3,5,0,153,631,629,10,17,22
34031180900,1484,734,580,132,6,6,5,0,216,968,199,10,30,61
34031181000,2305,1186,877,193,8,6,8,0,319,1568,251,10,44,113
34031181101,1527,843,568,96,2,1,2,0,166,863,436,6,12,44
34031181102,2240,1226,850,128,3,7,5,0,294,1457,371,13,35,70
34031181200,2375,1352,854,115,5,8,13,0,209,895,1176,14,24,57
34031181300,2684,1513,958,151,6,5,6,0,253,1002,1264,25,45,95
34031181400,1867,1076,651,93,7,5,6,0,146,572,1091,6,11,41
34031181500,1696,948,614,83,6,5,11,0,184,440,1029,4,14,25
34031181702,1343,722,497,83,3,5,3,0,265,748,259,3,14,54
34031181800,1213,617,459,104,11,2,7,0,225,683,191,18,37,59
34031181900,2998,1408,1254,279,10,4,5,0,694,1457,134,81,439,193
34031182000,588,267,282,28,1,0,0,0,78,430,15,3,33,29
34031182100,1819,877,761,139,8,8,3,0,242,1096,153,7,211,110
34031182200,1606,801,632,129,9,3,8,0,281,1050,174,7,31,63
34031182301,754,374,282,78,2,2,3,0,108,544,54,5,12,31
34031182302,3026,1549,1211,189,8,3,11,0,358,1911,610,11,33,103
34031182400,3184,1743,1208,180,8,2,5,0,366,1703,1003,15,19,78
34031182501,2803,1634,1004,118,10,10,6,0,275,1109,1271,20,42,86
34031182502,2004,1281,503,192,3,3,1,0,439,513,879,17,45,111
34031182600,3926,2442,1204,226,12,5,6,0,369,1416,1935,17,55,134
34031182701,1708,849,699,128,5,5,1,0,168,1343,85,12,36,64
34031182702,1619,847,633,113,4,2,3,0,189,1212,97,4,47,70
34031182800,1810,997,644,137,10,2,5,0,256,1319,117,11,35,72
34031182900,860,413,363,69,1,5,2,0,146,586,56,8,29,35
34031183001,1697,765,755,127,8,7,6,0,165,747,37,30,523,195
34031183002,2208,1102,913,158,4,4,5,0,266,897,40,21,728,256
34031183101,2251,1201,794,207,5,5,9,0,427,1242,156,19,262,145
34031183102,2465,1323,916,186,6,5,2,0,421,1630,83,27,174,130
34031183200,2021,1184,664,132,3,3,9,0,410,736,738,17,38,82
34031196401,2914,826,1181,875,10,3,1,0,1899,474,12,46,152,331
34031196403,1980,591,807,548,7,6,6,0,1287,280,13,51,111,238
34031196404,3034,844,1222,937,7,3,2,0,2005,367,8,94,192,368
34031203600,3833,2233,1124,409,13,9,10,0,836,1880,431,54,376,256
34031216701,5076,1435,1922,1664,18,16,5,0,3974,296,56,56,132,562
34031216702,4105,1121,1580,1354,15,9,3,0,2979,411,9,66,145,495
34031223801,2012,607,683,695,9,2,2,0,1094,536,28,34,151,169
34031223802,5873,1355,1920,2533,18,8,5,0,3421,944,111,251,595,551
34031223900,37,2,8,27,0,0,0,0,21,2,2,0,2,10
34031236601,2997,861,1221,872,15,5,6,0,2043,436,18,55,119,326
34031236603,2499,784,809,885,7,1,1,0,1697,218,19,48,122,395
34031236604,2760,754,1042,923,10,8,4,0,1977,308,22,39,115,299
34031246001,3480,1186,1302,972,11,3,0,0,1961,262,27,382,342,506
34031246002,2504,761,873,858,4,2,0,0,1665,137,8,101,187,406
34031246003,4273,1321,1582,1321,16,9,3,0,2559,441,22,303,400,548
34031246101,5246,1706,1876,1614,11,6,8,0,3078,583,28,304,512,741
34031246102,1522,534,537,430,5,3,2,0,810,226,21,97,152,216
34031246103,5060,1459,1922,1627,11,10,3,0,3035,501,28,283,508,705
34031246104,2475,693,872,893,2,3,1,0,1573,250,11,111,225,305
34031246201,4901,1361,1819,1681,13,6,3,0,3043,446,7,224,413,768
34031246202,4278,1139,1569,1554,5,2,2,0,3100,279,3,117,188,591
34031246203,2940,812,1051,1035,9,3,5,0,1836,321,12,127,248,396
34031246300,2811,869,1113,779,13,6,6,0,1543,522,12,122,269,343
34031256801,3584,833,1402,1293,32,5,4,0,2827,264,16,16,94,367
34031256802,3032,694,1132,1164,14,8,6,0,2375,224,3,24,73,333
34031256803,3571,908,1275,1347,15,4,5,0,2804,244,9,48,89,377
34031256804,5182,1227,1942,1944,23,4,8,0,3973,386,26,55,140,602
34031256805,3749,861,1404,1431,20,7,3,0,2887,283,19,39,125,396
34031264101,3618,1431,1463,650,14,14,4,0,1648,1177,31,56,408,298
34031264102,5891,2244,2179,1389,14,13,9,0,3205,948,72,220,623,823
34031264200,2619,1427,997,139,6,6,8,0,214,980,1325,10,18,72
34039030200,1362,760,470,92,4,7,6,0,242,715,322,6,21,56
34039030400,2913,1779,863,199,12,6,10,0,358,1476,892,19,43,125
34039030500,2243,1258,750,186,6,5,10,0,379,1561,116,11,44,132
34039030600,1254,710,405,112,2,5,6,0,289,745,85,15,25,95
34039030701,932,495,318,93,4,2,3,0,171,634,10,8,21,88
34039030703,2359,1329,743,228,8,6,3,0,469,1519,149,26,51,145
34039030704,1298,778,375,122,7,1,4,0,234,786,146,15,39,78
34039030802,1265,684,423,127,6,3,3,0,231,862,60,8,32,72
34039030900,2368,1349,721,251,13,5,6,0,412,1707,35,9,35,170
34039031000,1243,670,422,120,5,3,4,0,172,909,80,14,13,55
34039031100,2601,1563,751,233,9,3,6,0,635,1612,150,19,37,148
34039031200,2535,1507,806,154,10,6,8,0,345,1254,761,20,43,112
34039031301,1417,794,454,142,4,3,3,0,215,997,25,14,30,136
34039031302,1866,1095,599,119,7,4,11,0,206,812,695,21,44,88
34039031400,2261,1312,747,150,6,4,11,0,212,940,944,21,34,110
34039031500,2559,1488,779,230,7,8,11,0,451,1582,136,38,83,269
34039031601,1865,1037,594,177,4,11,9,0,300,923,408,17,74,143
34039031602,2578,1515,784,221,9,10,10,0,453,1529,275,27,85,209
34039031700,2352,1383,717,207,4,4,6,0,402,937,683,55,150,125
34039031801,2486,1389,813,235,11,5,6,0,467,1456,242,37,95,189
34039031802,1458,848,458,124,6,2,4,0,271,703,317,17,45,105
34039031903,2580,1477,814,245,9,8,4,0,608,1414,234,48,94,182
34039031904,1420,903,363,128,2,2,6,0,295,717,245,28,57,78
34039032002,1889,1071,602,180,10,5,6,0,363,1168,108,35,58,157
34039032003,1715,1016,505,168,5,3,5,0,321,1089,76,34,65,130
34039032004,1297,716,422,133,4,2,3,0,263,783,101,17,47,86
34039032101,2390,1361,640,358,7,2,1,0,745,1140,33,48,88,336
34039032102,2401,1465,550,374,4,2,0,0,908,956,19,39,109,370
34039032200,4358,3094,1100,118,9,5,6,0,280,353,3497,32,69,127
34039032300,1598,1039,472,49,6,1,9,0,140,273,1086,12,21,66
34039032401,2419,1375,752,250,5,3,6,0,504,798,738,46,65,268
34039032402,2204,1423,629,117,4,0,7,0,301,552,1132,22,55,142
34039032500,3908,2171,1205,484,9,5,5,0,979,1267,924,83,154,501
34039032600,3086,1910,934,196,8,6,4,0,483,456,1670,151,116,210
34039032701,2017,1033,715,238,10,2,4,0,684,592,334,100,104,203
34039032702,3473,2003,1131,290,9,9,9,0,784,705,1505,93,115,271
34039032800,3397,2306,896,137,12,5,9,0,315,343,2472,55,71,141
34039032901,2733,1434,941,330,5,2,2,0,860,687,641,118,132,295
34039032902,3492,1568,1349,534,6,9,2,0,1439,1008,232,134,198,481
34039033000,2831,1357,1027,400,13,6,5,0,1116,835,302,112,142,324
34039033100,4425,2202,1573,582,11,10,6,0,1354,1252,916,230,189,484
34039033200,2956,1556,980,377,9,4,6,0,982,782,603,126,139,324
34039033300,2779,1315,1074,361,6,2,2,0,1149,820,250,153,130,277
34039033400,2668,1249,949,442,4,3,4,0,1248,771,141,86,125,297
34039033501,3033,1486,1086,435,5,3,3,0,1234,818,325,113,142,401
34039033502,1789,897,639,228,5,2,2,0,654,568,217,70,68,212
34039033600,5611,1864,2161,1512,16,14,14,0,3317,1248,56,134,215,641
34039033700,3076,1321,1168,548,9,6,4,0,1489,1023,64,89,113,298
34039033800,3495,1477,1319,642,9,11,4,0,1580,985,91,288,184,367
34039033900,2128,875,879,341,6,5,3,0,884,723,81,104,103,233
34039034000,3265,2045,943,219,9,4,16,0,588,997,1407,46,92,135
34039034100,2380,1603,590,155,3,4,7,0,379,669,1125,42,61,104
34039034200,2399,1605,613,157,4,2,6,0,368,545,1302,39,37,108
34039034300,2924,1863,821,199,6,9,3,0,624,681,1317,51,65,186
34039034400,2806,1933,724,109,4,5,11,0,204,502,1935,22,48,95
34039034500,2930,1909,752,207,13,12,6,0,609,1199,862,28,73,159
34039034600,2952,2159,681,75,4,8,2,0,207,433,2177,31,45,59
34039034700,2608,1569,741,246,10,6,3,0,758,806,688,53,92,211
34039034800,3291,1814,894,544,9,3,6,0,1659,865,136,76,118,437
34039034900,4110,2277,1244,544,12,8,4,0,1832,1180,301,85,187,525
34039035000,1645,882,530,210,5,2,1,0,744,541,99,42,53,166
34039035100,2250,1393,645,175,6,5,4,0,601,521,862,42,76,148
34039035200,1315,727,412,149,4,2,6,0,322,704,115,20,51,103
34039035300,3074,1788,918,299,15,12,10,0,1008,1108,576,74,105,203
34039035400,1606,982,443,150,6,6,6,0,571,582,199,32,75,147
34039035500,4436,2342,1448,577,14,7,9,0,1808,1140,928,97,118,345
34039035600,2722,1229,1000,459,12,5,0,0,1471,631,130,59,115,316
34039035700,3426,1720,1205,456,11,8,6,0,1622,900,391,102,95,316
34039035800,2209,1350,641,181,9,6,2,0,534,450,1030,38,51,106
34039035900,2599,1503,838,215,10,9,4,0,936,564,721,92,89,197
34039036000,3297,2090,938,207,8,6,10,0,586,714,1740,54,69,134
34039036100,1056,376,418,251,4,2,0,0,781,79,2,6,25,163
34039036200,4838,1353,1933,1512,15,3,1,0,3211,679,3,116,195,634
34039036301,3797,1241,1486,1025,9,6,6,0,2435,569,16,96,161,520
34039036302,3125,776,1226,1106,5,2,0,0,2083,483,4,82,77,396
34039036400,5569,1983,2098,1463,11,3,0,0,3990,288,7,257,176,851
34039036500,4200,1565,1586,1034,11,0,1,0,2839,198,60,225,190,688
34039036600,2971,1338,1024,590,7,3,2,0,1863,260,263,118,105,362
34039036700,4172,1793,1469,885,8,3,2,0,2883,300,26,242,155,566
34039036800,5679,2132,2191,1332,14,1,2,0,3675,381,17,487,211,908
34039036900,3080,1118,1164,768,6,9,0,0,2220,365,9,50,92,344
34039037000,4640,1847,1674,1088,10,3,4,0,3416,395,50,90,167,522
34039037100,3455,1264,1289,884,5,5,0,0,2643,238,10,70,104,390
34039037200,3218,1328,1170,694,7,5,4,0,2236,306,58,81,136,401
34039037300,3284,1299,1207,753,8,5,0,0,2236,397,72,82,103,394
34039037400,3367,1270,1236,830,13,2,4,0,2315,374,79,81,103,415
34039037500,3784,1571,1443,732,10,2,2,0,2257,560,105,127,193,542
34039037601,3697,1447,1346,875,7,3,4,0,2185,360,50,128,236,738
34039037602,4487,1810,1779,865,9,4,2,0,2277,525,341,159,280,905
34039037700,3421,1236,1263,907,10,2,0,0,2277,268,39,282,148,407
34039037800,3865,1557,1359,915,12,7,2,0,2621,333,91,237,124,459
34039037900,4375,1499,1629,1227,11,5,1,0,3148,227,23,231,131,615
34039038000,3297,1386,1182,694,10,3,5,0,1902,568,150,170,167,340
34039038101,3154,1006,1171,961,7,2,1,0,2239,143,3,318,112,339
34039038103,2573,846,952,752,6,4,1,0,1776,166,19,194,117,301
34039038104,3336,1005,1307,995,8,5,1,0,2294,270,28,279,102,363
34039038201,4621,1450,1596,1554,12,2,0,0,2957,339,27,574,178,546
34039038202,5285,1587,1836,1832,11,4,1,0,3620,368,10,429,216,642
34039038300,5450,1654,1994,1770,11,5,2,0,3683,605,26,245,196,695
34039038400,4129,1901,1459,732,11,3,3,0,2101,506,755,190,159,418
34039038500,4487,1786,1640,1035,8,7,0,0,2902,397,299,173,154,562
34039038601,5966,2469,2221,1230,21,6,4,0,3722,473,291,303,257,920
34039038602,3241,1190,1235,798,3,1,1,0,1941,234,37,335,145,549
34039038701,3015,1423,1013,561,6,2,1,0,2019,255,89,151,97,404
34039038702,2772,1154,940,655,4,6,1,0,1815,211,116,135,123,372
34039038800,2822,1999,651,116,8,4,10,0,322,466,1907,36,39,52
34039038900,2177,1431,606,98,6,10,2,0,339,576,1150,24,21,67
34039039000,1301,857,346,65,8,6,7,0,199,448,591,10,12,41
34039039100,2697,1781,595,285,7,6,6,0,854,281,1279,41,93,149
34039039200,2436,1564,656,160,11,10,4,0,570,521,1102,45,49,149
34039039301,919,582,266,41,8,4,3,0,97,259,497,17,13,36
34039039302,581,331,189,45,3,2,4,0,173,233,124,9,12,30
34039039400,1921,1263,541,77,5,6,6,0,264,628,911,27,29,62
34039039501,1385,912,394,52,2,3,3,0,153,391,776,11,23,31
34039039502,1086,727,290,50,4,1,3,0,122,358,550,6,22,28
34039039600,2548,1852,527,131,4,7,5,0,304,387,1725,33,40,59
34039039700,3642,2624,800,174,7,6,5,0,554,495,2337,47,58,151
34039039801,1933,1157,591,132,4,4,7,0,302,1009,408,15,33,166
34039039900,579,338,176,53,2,1,0,0,117,259,151,3,16,33
34039980000,18,14,2,2,0,0,0,0,5,12,0,0,0,1
